track_name,artist.s._name,artist_count,released_year,released_month,in_spotify_playlists,in_spotify_charts,streams,danceability_.,valence_.,liveness_.
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,5481,0,489945871,80,33,32
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,2636,3,465959382,77,26,11
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,824,0,1223481149,73,54,41
Dance Monkey,Tones and I,1,2019,5,24529,0,2864791672,82,54,18
Lucid Dreams,Juice WRLD,1,2017,6,14749,0,2288695111,44,22,33
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,8087,0,720825549,89,77,17
All of Me,John Legend,1,2013,8,27221,0,2086124197,42,33,13
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,49991,9,1690192927,52,73,11
Arcade,Duncan Laurence,1,2019,3,6646,0,991336132,45,27,14
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,5403,6,593917618,67,29,22
Bar,"Tini, L-Gante",2,2021,11,755,4,200972675,52,68,33
The Rumbling (TV Size),SiM,1,2022,1,254,0,71014967,41,65,26
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,6308,5,560222750,71,14,23
Mr. Brightside,The Killers,1,2003,9,51979,15,1806617704,35,24,10
Blessed-Cursed,ENHYPEN,1,2022,1,246,0,77337771,60,40,60
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,6556,0,528544703,74,79,8
Streets,Doja Cat,1,2019,11,5728,0,865640097,75,19,34
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,16636,12,2159346687,57,30,26
Polaroid Love,ENHYPEN,1,2022,1,461,0,211372494,74,65,36
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,4893,4,651732901,72,67,13
Permission to Dance,BTS,1,2021,7,1801,2,608334048,70,65,34
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,12043,0,863756573,82,80,30
RAPSTAR,Polo G,1,2021,4,4731,0,797402345,79,44,13
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,22923,0,1695712020,55,10,8
Memories,Maroon 5,1,2019,9,9974,2,1759567999,77,60,8
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,1560,0,223319934,56,61,14
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,620,0,54937991,90,74,13
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,3270,0,226897599,69,70,49
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,580,0,258316038,80,62,13
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,3406,16,596152090,85,92,29
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,903,0,177129919,63,75,11
MAMIII,"Karol G, Becky G",2,2022,2,6809,28,716591492,84,90,14
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,33966,0,1210599487,81,53,6
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,590,5,246376690,51,50,10
Boyfriend,Dove Cameron,1,2022,2,3766,0,496311364,35,23,19
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,1430,0,146789379,53,31,28
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,31762,0,843309044,92,31,8
Light Switch,Charlie Puth,1,2022,1,4049,0,500340342,69,91,9
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,2096,0,107255472,47,50,32
Brividi,"Mahmood, Blanco",2,2022,2,1175,0,135079152,52,44,26
Lost,Frank Ocean,1,2012,1,29499,11,822239726,91,49,17
In Da Club,50 Cent,1,2002,1,30427,7,1202722675,90,79,7
she's all i wanna be,Tate McRae,1,2022,2,2711,0,343197054,61,65,12
Ginseng Strip 2002,Yung Lean,1,2013,8,4310,0,240769997,60,37,48
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,5342,0,426204830,37,17,34
Notion,The Rare Occasions,1,2016,8,2393,0,421135627,31,30,8
Formula,Labrinth,1,2019,10,3444,7,554875730,57,23,15
Mount Everest,Labrinth,1,2019,6,5443,0,467727006,46,43,8
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,272,4,327498031,84,49,15
Cigarettes,Juice WRLD,1,2021,12,975,0,185408548,60,47,38
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,1034,1,245400167,67,74,7
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,18773,0,579395142,77,76,38
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,19067,0,675039469,93,61,17
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,3541,2,252871192,31,4,28
Mujeriego,Ryan Castro,1,2021,12,1492,0,231996128,76,92,8
HUMBLE.,Kendrick Lamar,1,2017,3,33206,1,1929770265,91,42,9
Stan,"Eminem, Dido",2,1999,11,17115,0,918915401,78,53,45
Contection,"GODZZ__-, Zakaria",2,2020,1,6955,0,1180896317,81,83,29
Swim,Chase Atlantic,1,2017,10,2742,0,498960285,67,8,8
A Tu Merced,Bad Bunny,1,2020,2,4214,11,685071800,86,89,11
Numb Little Bug,Em Beihold,1,2022,1,2026,0,258714692,74,61,26
212,"Mainstreet, Chefin",2,2022,1,352,0,143139338,79,86,9
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,1517,0,209768491,73,37,14
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,847,0,64714573,89,75,13
Worst Day,Future,1,2022,2,910,0,50746620,65,60,10
Malvada,Zï¿½ï¿½ Fe,1,2022,1,601,0,154119539,89,89,8
Hrs and Hrs,Muni Long,1,2021,11,1800,0,181328253,51,66,11
Alien Blues,Vundabar,1,2015,7,1930,0,370068639,47,44,9
Thinking Out Loud,Ed Sheeran,1,2014,1,33032,0,2280566092,78,58,18
Still Don't Know My Name,Labrinth,1,2019,10,6332,0,563902868,31,31,21
Christmas Tree,V,1,2021,12,509,9,317622165,44,18,12
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,971,2,291709698,73,68,90
When I R.I.P.,Labrinth,1,2019,10,2578,0,203680270,39,45,9
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,1064,0,81350745,84,54,12
Forever,Labrinth,1,2019,10,3618,0,282883169,56,19,11
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,1040,0,64787943,92,62,24
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,15010,2,2484812918,76,77,8
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,4708,0,461437791,62,46,67
Adore You,Harry Styles,1,2019,12,13454,1,1439191367,68,57,10
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,4890,20,759208783,74,59,8
Something In The Way - Remastered 2021,Nirvana,1,1991,9,9514,0,368646862,44,8,11
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,3501,0,299634472,81,68,10
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,6111,4,756907987,76,96,33
Una Noche en Medellï¿½,Cris Mj,1,2022,1,5415,32,682475162,87,82,5
Envolver,Anitta,1,2021,11,4673,2,546191065,81,40,9
Starlight,Dave,1,2022,3,1856,3,229473310,95,36,10
Hati-Hati di Jalan,Tulus,1,2022,3,200,2,202677468,64,76,12
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,1888,0,121913181,28,26,30
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,911,2,208166039,78,55,10
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,2954,2,527033089,81,56,5
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,461,0,94616487,59,70,11
Jordan,Ryan Castro,1,2021,4,2844,2,394030335,80,71,10
Nail Tech,Jack Harlow,1,2022,2,2939,0,193443895,65,11,12
Chale,Eden Muï¿½ï,1,2022,2,695,11,299648208,55,86,7
DARARI,Treasure,1,2022,2,328,0,182978249,72,55,7
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,866,16,319757142,59,73,34
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,1550,0,109091573,77,68,17
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,1729,0,153240879,80,24,9
this is what falling in love feels like,JVKE,1,2021,9,2005,0,346127840,42,33,8
La Zona,Bad Bunny,1,2020,2,1188,0,312622938,76,81,25
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,40112,3,2197010679,41,23,30
Hope,XXXTENTACION,1,2018,3,3659,0,1200808494,59,23,15
Levitating,Dua Lipa,1,2020,3,9833,0,797196073,69,90,29
Wake Me Up - Radio Edit,Avicii,1,2013,1,50887,34,1970673297,53,66,16
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,3257,0,665765558,70,71,7
Monï¿½ï¿½y so,YEAT,1,2021,9,1473,0,263779030,69,35,10
Demasiadas Mujeres,C. Tangana,1,2020,10,2226,0,339473453,67,37,10
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,23375,21,2204080728,61,47,17
Closer,"The Chainsmokers, Halsey",2,2016,5,28032,0,2591224264,75,64,11
O.O,NMIXX,1,2022,2,290,0,135444283,39,28,6
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,42798,0,1457139296,86,75,10
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,2605,0,236872197,68,33,36
First Class,Jack Harlow,1,2022,4,8737,0,694525298,91,32,11
Plan A,Paulo Londra,1,2022,3,1105,0,240661097,58,56,7
Fuera del mercado,Danny Ocean,1,2022,2,2499,21,421365166,45,27,13
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,2697,1,349746291,81,59,11
When You're Gone,Shawn Mendes,1,2022,3,2092,0,255120451,60,58,58
In My Head,Lil Tjay,1,2022,4,1185,0,190981339,68,41,10
Wait a Minute!,Willow,1,2015,1,11985,0,924193303,76,63,10
LOVE DIVE,IVE,1,2022,4,753,8,305771063,70,54,33
Pantysito,"Feid, Alejo, Robi",3,2022,3,2995,0,273005485,83,63,16
Chance,Paulo Londra,1,2022,4,225,0,89566512,72,22,9
Cool for the Summer,Demi Lovato,1,2015,1,9243,0,677389855,59,30,8
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,918,0,75476209,63,45,9
Angel Baby,Troye Sivan,1,2021,9,1959,9,408843328,56,41,13
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,540,4,187772591,78,63,7
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,859,0,178512385,79,48,21
Right On,Lil Baby,1,2022,4,1116,0,101780047,70,22,10
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,273,2,118381354,86,91,60
That's Hilarious,Charlie Puth,1,2022,4,686,2,146363130,71,55,11
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,226,0,126443991,71,63,11
RUMBATï¿½,Daddy Yankee,1,2022,3,1264,0,157990698,69,90,35
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,870,0,176290831,93,77,13
Falling,Harry Styles,1,2019,12,7556,0,1023187129,57,6,9
Sigue,"Ed Sheeran, J Balvin",2,1996,11,1370,0,106933107,89,59,19
Fim de Semana no Rio,teto,1,2022,3,315,2,139193812,87,28,10
MANIAC,Stray Kids,1,2022,3,651,0,212234990,58,71,7
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,12382,0,1714490998,86,97,9
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,625,0,197643795,78,83,27
Golden,Harry Styles,1,2019,12,8429,1,807015863,45,25,13
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,52898,0,933815613,79,87,10
Ain't Shit,Doja Cat,1,2021,6,3436,0,499710590,86,62,35
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,918,0,120847157,91,73,9
Still Life,BIGBANG,1,2022,4,181,0,53909146,68,24,6
Photograph,Ed Sheeran,1,2014,6,18778,3,2236667932,61,20,10
Love Yourself,Justin Bieber,1,2015,11,22730,5,2123309722,61,53,28
N95,Kendrick Lamar,1,2022,5,5542,0,301242089,81,39,12
About Damn Time,Lizzo,1,2022,4,9021,0,723894473,84,72,34
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,4627,0,237351106,78,40,17
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,2229,0,461558540,56,61,18
Un Ratito,Bad Bunny,1,2022,5,1112,6,417230415,79,22,12
United In Grief,Kendrick Lamar,1,2022,5,2575,0,156898322,52,32,17
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,3107,0,127309180,55,50,11
Yo No Soy Celoso,Bad Bunny,1,2022,5,1179,0,313113297,87,93,17
Rich Spirit,Kendrick Lamar,1,2022,5,3486,0,173702135,85,41,12
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,2942,0,271666301,50,39,11
Me Fui de Vacaciones,Bad Bunny,1,2022,5,1443,0,305650299,71,43,9
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,3028,0,123216717,92,78,14
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,1796,8,479655659,66,58,22
Count Me Out,Kendrick Lamar,1,2022,5,2729,0,126191104,78,51,14
Andrea,"Buscabulla, Bad Bunny",2,2022,5,1195,0,344055883,80,45,10
Dos Mil 16,Bad Bunny,1,2022,5,892,3,338422004,82,50,13
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,1635,0,68895644,65,52,8
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,2291,0,86176890,61,66,32
Un Coco,Bad Bunny,1,2022,5,1029,28,403231558,84,74,18
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,1681,7,319546754,78,55,7
Worldwide Steppers,Kendrick Lamar,1,2022,5,1480,0,61739839,56,56,8
Aguacero,Bad Bunny,1,2022,5,829,0,283359161,86,67,35
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,2308,0,76831876,57,71,15
Un Verano Sin Ti,Bad Bunny,1,2022,5,1004,1,283332261,50,41,12
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,1367,0,307752576,80,26,11
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,1112,3,279737940,81,77,47
El Apagï¿½,Bad Bunny,1,2022,5,1209,0,212351890,63,60,9
Callaita,"Bad Bunny, Tainy",2,2019,5,9539,15,1304313953,61,24,24
Dua Lipa,Jack Harlow,1,2022,5,1992,0,150500965,83,41,11
Agosto,Bad Bunny,1,2022,5,897,0,246127838,85,72,49
House Of Memories,Panic! At The Disco,1,2016,1,2948,0,582863434,51,48,5
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,1860,0,58687425,73,26,34
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,802,0,212109195,91,91,3
In The Stars,Benson Boone,1,2022,4,2224,8,382199619,36,30,14
Rich - Interlude,Kendrick Lamar,1,2022,5,1103,0,41210087,44,74,9
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,2265,0,231657891,64,80,12
Stefania (Kalush Orchestra),KALUSH,1,2022,3,555,0,53729194,83,32,12
Thousand Miles,The Kid Laroi,1,2022,4,2050,0,244741137,38,20,9
Crown,Kendrick Lamar,1,2022,5,1493,0,42485571,37,14,11
Auntie Diaries,Kendrick Lamar,1,2022,5,1545,0,37778188,43,60,48
PUFFIN ON ZOOTIEZ,Future,1,2022,4,2350,0,254218729,88,28,13
Mirror,Kendrick Lamar,1,2022,5,1929,0,53603447,66,29,8
Beautiful Girl,Luciano,1,2022,4,710,4,160035717,84,61,9
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,2022,4,928,0,164163229,61,32,10
Savior - Interlude,Kendrick Lamar,1,2022,5,1194,0,37091576,66,83,19
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,349,6,284249832,71,67,6
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,1890,0,33381454,49,50,11
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1308,2,184622518,68,45,11
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,4531,0,300983101,77,53,29
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,1657,0,121077868,71,37,11
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,1351,0,106919680,82,82,11
ZOOM,Jessi,1,2022,4,608,0,136996305,87,46,13
SloMo,Chanel,1,2021,12,1211,0,65719930,73,59,9
FEARLESS,LE SSERAFIM,1,2022,5,629,0,229497852,86,43,13
10 Things I Hate About You,Leah Kate,1,2022,3,1301,0,185550869,54,45,17
SPACE MAN,Sam Ryder,1,2022,2,1329,0,54682594,47,33,10
With you,"HA SUNG WOON, Jimin",2,2022,4,343,2,240580042,53,14,13
Iris,The Goo Goo Dolls,1,1998,3,13101,9,1284942608,32,49,9
The Heart Part 5,Kendrick Lamar,1,2022,5,2939,0,71423324,76,79,6
San Lucas,Kevin Kaarl,1,2019,11,407,1,244891912,58,27,9
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,1492,0,132171975,47,7,7
Good Looking,Suki Waterhouse,1,2017,10,2264,0,184706613,37,27,13
Flowers,Lauren Spencer Smith,1,2021,8,801,0,184826429,70,31,9
Yet To Come,BTS,1,2022,6,829,0,302006641,56,68,33
Run BTS,BTS,1,2022,6,736,0,330881149,72,70,4
Music For a Sushi Restaurant,Harry Styles,1,2022,5,4449,1,334733572,72,36,11
Matilda,Harry Styles,1,2022,5,3218,3,366214458,51,39,10
For Youth,BTS,1,2022,6,327,0,114546317,63,29,25
Daylight,Harry Styles,1,2022,5,2775,0,290833204,69,63,18
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,4576,0,448500832,80,74,14
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,2313,0,136676504,88,15,8
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,3983,0,190625045,82,76,8
Born Singer,BTS,1,2022,6,279,0,79095270,60,68,24
Little Freak,Harry Styles,1,2022,5,2302,0,273194684,56,40,10
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,3559,3,333146475,80,77,17
True Love,"Kanye West, XXXTENTACION",2,2022,5,2129,0,194902696,71,39,51
Satellite,Harry Styles,1,2022,5,3291,5,311482393,58,30,9
Pass The Dutchie,Musical Youth,1,1982,1,5328,0,195918494,73,88,32
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,1401,0,248511839,82,42,63
Love Of My Life,Harry Styles,1,2022,5,1933,0,233671263,56,20,6
Grapejuice,Harry Styles,1,2022,5,1986,0,199587884,65,88,20
So Good,Halsey,1,2022,6,1057,0,91781263,63,29,18
Belly Dancer,"BYOR, Imanbek",2,2022,2,5115,13,383835984,85,42,17
Keep Driving,Harry Styles,1,2022,5,2094,1,236060709,72,90,18
Cinema,Harry Styles,1,2022,5,2171,0,189236868,83,90,9
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,896,0,160845341,81,68,11
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,5148,0,588955257,57,30,33
Hold My Hand,Lady Gaga,1,2022,5,2528,0,238350348,51,21,41
Daydreaming,Harry Styles,1,2022,5,1900,1,187703102,71,90,13
Numb,"Marshmello, Khalid",2,2022,6,3879,2,295307001,91,63,10
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,896,0,138334433,83,56,9
Me and Your Mama,Childish Gambino,1,2016,11,8775,0,445590495,56,25,7
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,5290,0,286739476,60,46,16
SLOW DANCING IN THE DARK,Joji,1,2018,9,10211,0,1122364376,52,28,19
Antes de Perderte,Duki,1,2022,6,584,8,157136970,81,61,12
Boyfriends,Harry Styles,1,2022,5,1517,0,137070925,42,32,11
295,Sidhu Moose Wala,1,2021,5,246,4,183273246,68,54,11
Tak Ingin Usai,Keisya Levronka,1,2022,5,220,4,184807630,49,14,11
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,514,0,164856284,70,97,10
Master of Puppets (Remastered),Metallica,1,1986,3,6080,0,704171068,54,59,20
BREAK MY SOUL,Beyoncï¿,1,2022,6,9724,0,354614964,70,87,26
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,2341,0,279717388,91,59,6
Massive,Drake,1,2022,6,5263,0,195628667,51,5,15
Betty (Get Money),Yung Gravy,1,2022,6,2402,0,221752937,73,62,34
Ojos Marrones,Lasso,1,2022,2,795,11,263280370,81,72,14
POP!,Nayeon,1,2022,6,571,0,213505179,80,36,3
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,832,3,130419412,44,41,44
MORE,j-hope,1,2022,7,565,0,155795783,78,31,11
Sweet Child O' Mine,Guns N' Roses,1,1987,1,41231,1,1553497987,45,67,10
Last Last,Burna Boy,1,2022,5,4526,12,293466523,80,55,8
SNAP,Rosa Linn,1,2022,3,1818,0,711366595,56,52,45
Sticky,Drake,1,2022,6,2814,0,191448892,88,8,9
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1601,0,85924992,88,52,8
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,894,4,176103902,95,83,10
La Loto,"Anitta, Tini, Becky G",3,2022,7,945,0,121189256,85,80,8
die first,Nessa Barrett,1,2022,6,767,0,131746175,44,44,12
Afraid To Feel,LF System,1,2022,5,5898,5,244790012,58,68,27
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,685,2,129314708,71,78,7
cï¿½ï¿½mo dormi,Rels B,1,2022,8,1452,35,331511413,63,56,12
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,1456,0,219196651,77,94,23
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,2107,0,170732845,72,18,28
Caile,Luar La L,1,2020,12,1494,2,273914335,70,46,9
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,1379,4,179061440,74,46,13
GIVENCHY,Duki,1,2022,7,625,4,185236961,61,38,23
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,2688,0,171788484,55,46,17
Mary On A Cross,Ghost,1,2019,9,2668,2,387080183,47,56,10
Attention,NewJeans,1,2022,8,799,12,264717480,81,70,8
THE SHADE,Rex Orange County,1,2022,3,1189,6,244928911,90,73,9
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,367,0,97610446,56,43,12
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,527,4,287278853,79,64,11
Heartless,Kanye West,1,2008,1,17504,34,887906111,79,66,25
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,3113,0,123473120,81,90,29
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,685,5,295152154,77,71,13
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,782,9,323455692,70,97,27
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,2442,0,240918092,82,49,21
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,1112,4,191873381,77,74,34
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,4967,0,284216603,67,49,19
Forget Me,Lewis Capaldi,1,2022,9,2520,4,239411309,67,72,36
After LIKE,IVE,1,2022,8,767,12,265548837,68,80,9
Bound 2,Kanye West,1,2013,1,19806,7,703301727,37,28,9
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,5153,6,244585109,74,71,15
Talk that Talk,TWICE,1,2022,8,615,0,189476119,77,78,33
BILLIE EILISH.,Armani White,1,2022,1,2537,0,277132266,90,75,9
Ferxxo 100,Feid,1,2022,6,1647,30,278920007,70,58,15
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,2019,8,222410722,65,79,22
Prohibidox,Feid,1,2022,9,1473,12,185392587,65,52,6
Static,Steve Lacy,1,2022,7,1613,0,202452860,34,22,10
The Scientist,Coldplay,1,2002,8,30992,6,1608164312,56,21,11
Sparks,Coldplay,1,2000,7,10826,4,624101957,37,17,10
Talk,YEAT,1,2022,9,920,0,148461629,70,26,54
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,308,0,47093942,81,48,15
Selfish,PnB Rock,1,2016,6,2468,0,380319238,64,4,19
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,1097,2,209106362,82,75,11
Lady Mi Amor,Feid,1,2022,9,330,0,53987404,78,75,15
Poland,Lil Yachty,1,2022,6,1584,0,115331792,70,26,11
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,1585,5,225093344,52,24,8
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,766,0,84697729,65,24,51
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,836,0,159240673,84,43,6
Nxde,(G)I-DLE,1,2022,10,430,6,170709584,73,65,48
Miss You,Southstar,1,1982,5,2020,0,154356956,66,24,19
we fell in love in october,girl in red,1,2018,11,6858,0,723043854,57,24,16
2 Be Loved (Am I Ready),Lizzo,1,2022,7,3682,6,247689123,72,92,8
Celestial,Ed Sheeran,1,2022,9,1639,0,176474912,57,50,16
Typa Girl,BLACKPINK,1,2022,9,452,10,235549288,92,53,63
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,668,1,140430339,49,13,9
California Breeze,Lil Baby,1,2022,10,991,0,85559365,74,22,11
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",3,2022,9,869,7,146223492,80,82,13
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,648,4,187701588,59,62,5
Major Distribution,"Drake, 21 Savage",2,2022,11,1545,0,154863153,91,23,7
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,1930,0,191333656,75,45,35
Vigilante Shit,Taylor Swift,1,2022,10,1948,0,253650850,80,16,12
Question...?,Taylor Swift,1,2022,10,1608,0,223064273,75,11,30
On BS,"Drake, 21 Savage",2,2022,11,1338,0,170413877,84,33,39
